id: GO:0006149	name: deoxyinosine catabolic process
id: GO:0006154	name: adenosine catabolic process
id: GO:0006161	name: deoxyguanosine catabolic process
id: GO:0006209	name: cytosine catabolic process
id: GO:0006231	name: dTMP biosynthetic process
id: GO:0006253	name: dCTP catabolic process
id: GO:0006451	name: translational readthrough
id: GO:0006482	name: protein demethylation
id: GO:0006532	name: aspartate biosynthetic process
id: GO:0006554	name: lysine catabolic process
id: GO:0006569	name: tryptophan catabolic process
id: GO:0006577	name: amino-acid betaine metabolic process
id: GO:0006578	name: amino-acid betaine biosynthetic process
id: GO:0006579	name: amino-acid betaine catabolic process
id: GO:0006740	name: NADPH regeneration
id: GO:0006791	name: sulfur utilization
id: GO:0006797	name: polyphosphate metabolic process
id: GO:0006798	name: polyphosphate catabolic process
id: GO:0006799	name: polyphosphate biosynthetic process
id: GO:0006816	name: calcium ion transport
id: GO:0006825	name: copper ion transport
id: GO:0006833	name: water transport
id: GO:0006836	name: neurotransmitter transport
id: GO:0006846	name: acetate transport
id: GO:0006874	name: cellular calcium ion homeostasis
id: GO:0006878	name: cellular copper ion homeostasis
id: GO:0006880	name: intracellular sequestering of iron ion
id: GO:0008022	name: protein C-terminus binding
id: GO:0008061	name: chitin binding
id: GO:0008106	name: alcohol dehydrogenase (NADP+) activity
id: GO:0008108	name: UDP-glucose:hexose-1-phosphate uridylyltransferase activity
id: GO:0008127	name: quercetin 2,3-dioxygenase activity
id: GO:0008214	name: protein dealkylation
id: GO:0008216	name: spermidine metabolic process
id: GO:0008273	name: calcium, potassium:sodium antiporter activity
id: GO:0008295	name: spermidine biosynthetic process
id: GO:0008379	name: thioredoxin peroxidase activity
id: GO:0008417	name: fucosyltransferase activity
id: GO:0008448	name: N-acetylglucosamine-6-phosphate deacetylase activity
id: GO:0008460	name: dTDP-glucose 4,6-dehydratase activity
id: GO:0008617	name: guanosine metabolic process
id: GO:0008645	name: hexose transmembrane transport
id: GO:0008712	name: ADP-glyceromanno-heptose 6-epimerase activity
id: GO:0008719	name: dihydroneopterin triphosphate 2'-epimerase activity
id: GO:0008733	name: L-arabinose isomerase activity
id: GO:0008735	name: carnitine dehydratase activity
id: GO:0008741	name: ribulokinase activity
id: GO:0008742	name: L-ribulose-phosphate 4-epimerase activity
id: GO:0008746	name: NAD(P)+ transhydrogenase activity
id: GO:0008750	name: NAD(P)+ transhydrogenase (AB-specific) activity
id: GO:0008777	name: acetylornithine deacetylase activity
id: GO:0008783	name: agmatinase activity
id: GO:0008797	name: aspartate ammonia-lyase activity
id: GO:0008800	name: beta-lactamase activity
id: GO:0008801	name: beta-phosphoglucomutase activity
id: GO:0008802	name: betaine-aldehyde dehydrogenase activity
id: GO:0008808	name: cardiolipin synthase activity
id: GO:0008809	name: carnitine racemase activity
id: GO:0008818	name: cobalamin 5'-phosphate synthase activity
id: GO:0008829	name: dCTP deaminase activity
id: GO:0008830	name: dTDP-4-dehydrorhamnose 3,5-epimerase activity
id: GO:0008833	name: deoxyribonuclease IV (phage-T4-induced) activity
id: GO:0008879	name: glucose-1-phosphate thymidylyltransferase activity
id: GO:0008902	name: hydroxymethylpyrimidine kinase activity
id: GO:0008961	name: phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity
id: GO:0008976	name: polyphosphate kinase activity
id: GO:0008979	name: prophage integrase activity
id: GO:0008983	name: protein-glutamate O-methyltransferase activity
id: GO:0008986	name: pyruvate, water dikinase activity
id: GO:0009011	name: starch synthase activity
id: GO:0009020	name: tRNA (guanosine-2'-O-)-methyltransferase activity
id: GO:0009033	name: trimethylamine-N-oxide reductase activity
id: GO:0009042	name: valine-pyruvate transaminase activity
id: GO:0009214	name: cyclic nucleotide catabolic process
id: GO:0009251	name: glucan catabolic process
id: GO:0009310	name: amine catabolic process
id: GO:0009313	name: oligosaccharide catabolic process
id: GO:0009319	name: cytochrome o ubiquinol oxidase complex
id: GO:0009322	name: trimethylamine-N-oxide reductase complex
id: GO:0009326	name: formate dehydrogenase complex
id: GO:0009358	name: polyphosphate kinase complex
id: GO:0009436	name: glyoxylate catabolic process
id: GO:0009437	name: carnitine metabolic process
id: GO:0009448	name: gamma-aminobutyric acid metabolic process
id: GO:0009450	name: gamma-aminobutyric acid catabolic process
id: GO:0009486	name: cytochrome bo3 ubiquinol oxidase activity
id: GO:0010039	name: response to iron ion
id: GO:0010272	name: response to silver ion
id: GO:0010273	name: detoxification of copper ion
id: GO:0010350	name: cellular response to magnesium starvation
id: GO:0010487	name: thermospermine synthase activity
id: GO:0010755	name: regulation of plasminogen activation
id: GO:0010756	name: positive regulation of plasminogen activation
id: GO:0010921	name: regulation of phosphatase activity
id: GO:0010954	name: positive regulation of protein processing
id: GO:0015002	name: heme-copper terminal oxidase activity
id: GO:0015044	name: rubredoxin-NAD+ reductase activity
id: GO:0015080	name: silver ion transmembrane transporter activity
id: GO:0015085	name: calcium ion transmembrane transporter activity
id: GO:0015098	name: molybdate ion transmembrane transporter activity
id: GO:0015123	name: acetate transmembrane transporter activity
id: GO:0015145	name: monosaccharide transmembrane transporter activity
id: GO:0015146	name: pentose transmembrane transporter activity
id: GO:0015172	name: acidic amino acid transmembrane transporter activity
id: GO:0015183	name: L-aspartate transmembrane transporter activity
id: GO:0015184	name: L-cystine transmembrane transporter activity
id: GO:0015195	name: L-threonine transmembrane transporter activity
id: GO:0015226	name: carnitine transmembrane transporter activity
id: GO:0015233	name: pantothenate transmembrane transporter activity
id: GO:0015250	name: water channel activity
id: GO:0015333	name: peptide:proton symporter activity
id: GO:0015355	name: secondary active monocarboxylate transmembrane transporter activity
id: GO:0015360	name: acetate:proton symporter activity
id: GO:0015368	name: calcium:cation antiporter activity
id: GO:0015412	name: ABC-type molybdate transporter activity
id: GO:0015419	name: ABC-type sulfate transporter activity
id: GO:0015453	name: oxidoreduction-driven active transmembrane transporter activity
id: GO:0015473	name: fimbrial usher porin activity
id: GO:0015496	name: putrescine:ornithine antiporter activity
id: GO:0015501	name: glutamate:sodium symporter activity
id: GO:0015503	name: glutathione-regulated potassium exporter activity
id: GO:0015565	name: threonine efflux transmembrane transporter activity
id: GO:0015651	name: quaternary ammonium group transmembrane transporter activity
id: GO:0015654	name: tellurite transmembrane transporter activity
id: GO:0015662	name: ion transmembrane transporter activity, phosphorylative mechanism
id: GO:0015689	name: molybdate ion transport
id: GO:0015697	name: quaternary ammonium group transport
id: GO:0015709	name: thiosulfate transport
id: GO:0015710	name: tellurite transport
id: GO:0015749	name: monosaccharide transmembrane transport
id: GO:0015750	name: pentose transmembrane transport
id: GO:0015757	name: galactose transmembrane transport
id: GO:0015800	name: acidic amino acid transport
id: GO:0015810	name: aspartate transmembrane transport
id: GO:0015811	name: L-cystine transport
id: GO:0015822	name: ornithine transport
id: GO:0015826	name: threonine transport
id: GO:0015837	name: amine transport
id: GO:0015838	name: amino-acid betaine transport
id: GO:0015871	name: choline transport
id: GO:0015879	name: carnitine transport
id: GO:0015887	name: pantothenate transmembrane transport
id: GO:0015944	name: formate oxidation
id: GO:0015988	name: energy coupled proton transmembrane transport, against electrochemical gradient
id: GO:0015990	name: electron transport coupled proton transport
id: GO:0016049	name: cell growth
id: GO:0016154	name: pyrimidine-nucleoside phosphorylase activity
id: GO:0016418	name: S-acetyltransferase activity
id: GO:0016421	name: CoA carboxylase activity
id: GO:0016652	name: oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor
id: GO:0016669	name: oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor
id: GO:0016885	name: ligase activity, forming carbon-carbon bonds
id: GO:0016901	name: oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
id: GO:0018104	name: peptidoglycan-protein cross-linking
id: GO:0018169	name: ribosomal S6-glutamic acid ligase activity
id: GO:0018277	name: protein deamination
id: GO:0018410	name: C-terminal protein amino acid modification
id: GO:0018545	name: NAD(P)H nitroreductase activity
id: GO:0018973	name: trinitrotoluene metabolic process
id: GO:0018974	name: 2,4,6-trinitrotoluene metabolic process
id: GO:0019012	name: virion
id: GO:0019015	name: obsolete viral genome
id: GO:0019038	name: obsolete provirus
id: GO:0019043	name: establishment of viral latency
id: GO:0019172	name: glyoxalase III activity
id: GO:0019180	name: dTDP-4-amino-4,6-dideoxygalactose transaminase activity
id: GO:0019249	name: lactate biosynthetic process
id: GO:0019285	name: glycine betaine biosynthetic process from choline
id: GO:0019303	name: D-ribose catabolic process
id: GO:0019324	name: L-lyxose metabolic process
id: GO:0019326	name: nitrotoluene metabolic process
id: GO:0019441	name: tryptophan catabolic process to kynurenine
id: GO:0019442	name: tryptophan catabolic process to acetyl-CoA
id: GO:0019477	name: L-lysine catabolic process
id: GO:0019523	name: L-idonate metabolic process
id: GO:0019566	name: arabinose metabolic process
id: GO:0019568	name: arabinose catabolic process
id: GO:0019569	name: L-arabinose catabolic process to xylulose 5-phosphate
id: GO:0019572	name: L-arabinose catabolic process
id: GO:0019634	name: organic phosphonate metabolic process
id: GO:0019645	name: anaerobic electron transport chain
id: GO:0019695	name: choline metabolic process
id: GO:0019852	name: L-ascorbic acid metabolic process
id: GO:0019858	name: cytosine metabolic process
id: GO:0030153	name: bacteriocin immunity
id: GO:0030246	name: carbohydrate binding
id: GO:0030523	name: dihydrolipoamide S-acyltransferase activity
id: GO:0030572	name: phosphatidyltransferase activity
id: GO:0030973	name: molybdate ion binding
id: GO:0030978	name: alpha-glucan metabolic process
id: GO:0030980	name: alpha-glucan catabolic process
id: GO:0031400	name: negative regulation of protein modification process
id: GO:0031455	name: glycine betaine metabolic process
id: GO:0031456	name: glycine betaine biosynthetic process
id: GO:0031460	name: glycine betaine transport
id: GO:0032048	name: cardiolipin metabolic process
id: GO:0032049	name: cardiolipin biosynthetic process
id: GO:0032101	name: regulation of response to external stimulus
id: GO:0032950	name: regulation of beta-glucan metabolic process
id: GO:0032951	name: regulation of beta-glucan biosynthetic process
id: GO:0033051	name: aminophosphonate metabolic process
id: GO:0033229	name: cysteine transmembrane transporter activity
id: GO:0033719	name: 2-oxo-acid reductase activity
id: GO:0034023	name: 5-(carboxyamino)imidazole ribonucleotide mutase activity
id: GO:0034639	name: L-amino acid efflux transmembrane transporter activity
id: GO:0035251	name: UDP-glucosyltransferase activity
id: GO:0035304	name: regulation of protein dephosphorylation
id: GO:0035306	name: positive regulation of dephosphorylation
id: GO:0035307	name: positive regulation of protein dephosphorylation
id: GO:0035368	name: selenocysteine insertion sequence binding
id: GO:0035433	name: acetate transmembrane transport
id: GO:0035434	name: copper ion transmembrane transport
id: GO:0035461	name: vitamin transmembrane transport
id: GO:0035599	name: aspartic acid methylthiotransferase activity
id: GO:0035888	name: isoguanine deaminase activity
id: GO:0036065	name: fucosylation
id: GO:0036173	name: thiosulfate binding
id: GO:0036397	name: formate dehydrogenase (quinone) activity
id: GO:0036405	name: anchored component of cell outer membrane
id: GO:0036406	name: anchored component of periplasmic side of cell outer membrane
id: GO:0040007	name: growth
id: GO:0040012	name: regulation of locomotion
id: GO:0040013	name: negative regulation of locomotion
id: GO:0042044	name: fluid transport
id: GO:0042085	name: 5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity
id: GO:0042219	name: cellular modified amino acid catabolic process
id: GO:0042402	name: cellular biogenic amine catabolic process
id: GO:0042413	name: carnitine catabolic process
id: GO:0042436	name: indole-containing compound catabolic process
id: GO:0042453	name: deoxyguanosine metabolic process
id: GO:0042537	name: benzene-containing compound metabolic process
id: GO:0042743	name: hydrogen peroxide metabolic process
id: GO:0042744	name: hydrogen peroxide catabolic process
id: GO:0042937	name: tripeptide transmembrane transporter activity
id: GO:0043103	name: hypoxanthine salvage
id: GO:0043150	name: DNA synthesis involved in double-strand break repair via homologous recombination
id: GO:0043199	name: sulfate binding
id: GO:0043751	name: polyphosphate:AMP phosphotransferase activity
id: GO:0043893	name: acetate:cation symporter activity
id: GO:0043900	name: regulation of multi-organism process
id: GO:0043901	name: negative regulation of multi-organism process
id: GO:0043918	name: cadaverine aminopropyltransferase activity
id: GO:0043957	name: acryloyl-CoA reductase (NADP+) activity
id: GO:0044247	name: cellular polysaccharide catabolic process
id: GO:0044421	name: obsolete extracellular region part
id: GO:0045127	name: N-acetylglucosamine kinase activity
id: GO:0045717	name: negative regulation of fatty acid biosynthetic process
id: GO:0045922	name: negative regulation of fatty acid metabolic process
id: GO:0046065	name: dCTP metabolic process
id: GO:0046073	name: dTMP metabolic process
id: GO:0046094	name: deoxyinosine metabolic process
id: GO:0046100	name: hypoxanthine metabolic process
id: GO:0046101	name: hypoxanthine biosynthetic process
id: GO:0046103	name: inosine biosynthetic process
id: GO:0046115	name: guanosine catabolic process
id: GO:0046122	name: purine deoxyribonucleoside metabolic process
id: GO:0046124	name: purine deoxyribonucleoside catabolic process
id: GO:0046183	name: L-idonate catabolic process
id: GO:0046218	name: indolalkylamine catabolic process
id: GO:0046256	name: 2,4,6-trinitrotoluene catabolic process
id: GO:0046260	name: trinitrotoluene catabolic process
id: GO:0046263	name: nitrotoluene catabolic process
id: GO:0046316	name: gluconokinase activity
id: GO:0046348	name: amino sugar catabolic process
id: GO:0046373	name: L-arabinose metabolic process
id: GO:0046440	name: L-lysine metabolic process
id: GO:0046527	name: glucosyltransferase activity
id: GO:0046834	name: lipid phosphorylation
id: GO:0047580	name: 4-hydroxyproline epimerase activity
id: GO:0047589	name: 5-aminovalerate transaminase activity
id: GO:0047724	name: inosine nucleosidase activity
id: GO:0047931	name: glucosamine kinase activity
id: GO:0047975	name: guanosine phosphorylase activity
id: GO:0048029	name: monosaccharide binding
id: GO:0048033	name: heme o metabolic process
id: GO:0048034	name: heme O biosynthetic process
id: GO:0050225	name: pseudouridine kinase activity
id: GO:0050338	name: thiosulfate dehydrogenase activity
id: GO:0050380	name: undecaprenyl-diphosphatase activity
id: GO:0050920	name: regulation of chemotaxis
id: GO:0050997	name: quaternary ammonium group binding
id: GO:0051108	name: carnitine-CoA ligase activity
id: GO:0051109	name: crotonobetaine-CoA ligase activity
id: GO:0051119	name: sugar transmembrane transporter activity
id: GO:0051167	name: xylulose 5-phosphate metabolic process
id: GO:0051182	name: obsolete coenzyme transport
id: GO:0051185	name: obsolete coenzyme transmembrane transporter activity
id: GO:0051187	name: obsolete cofactor catabolic process
id: GO:0051235	name: maintenance of location
id: GO:0051238	name: sequestering of metal ion
id: GO:0051270	name: regulation of cellular component movement
id: GO:0051271	name: negative regulation of cellular component movement
id: GO:0051273	name: beta-glucan metabolic process
id: GO:0051274	name: beta-glucan biosynthetic process
id: GO:0051472	name: glucosylglycerol metabolic process
id: GO:0051595	name: response to methylglyoxal
id: GO:0051651	name: maintenance of location in cell
id: GO:0051691	name: cellular oligosaccharide metabolic process
id: GO:0051692	name: cellular oligosaccharide catabolic process
id: GO:0051920	name: peroxiredoxin activity
id: GO:0052738	name: oxidoreductase activity, acting on the aldehyde or oxo group of donors, with a quinone or similar compound as acceptor
id: GO:0052855	name: ADP-dependent NAD(P)H-hydrate dehydratase activity
id: GO:0052856	name: NADHX epimerase activity
id: GO:0052857	name: NADPHX epimerase activity
id: GO:0055074	name: calcium ion homeostasis
id: GO:0060003	name: copper ion export
id: GO:0061687	name: detoxification of inorganic compound
id: GO:0062014	name: negative regulation of small molecule metabolic process
id: GO:0070012	name: oligopeptidase activity
id: GO:0070026	name: nitric oxide binding
id: GO:0070189	name: kynurenine metabolic process
id: GO:0070588	name: calcium ion transmembrane transport
id: GO:0070613	name: regulation of protein processing
id: GO:0070739	name: protein-glutamic acid ligase activity
id: GO:0070778	name: L-aspartate transmembrane transport
id: GO:0070813	name: hydrogen sulfide metabolic process
id: GO:0070814	name: hydrogen sulfide biosynthetic process
id: GO:0070968	name: pyrroloquinoline quinone binding
id: GO:0070988	name: demethylation
id: GO:0071280	name: cellular response to copper ion
id: GO:0071281	name: cellular response to iron ion
id: GO:0071292	name: cellular response to silver ion
id: GO:0071732	name: cellular response to nitric oxide
id: GO:0071978	name: bacterial-type flagellum-dependent swarming motility
id: GO:0072349	name: modified amino acid transmembrane transporter activity
id: GO:0072490	name: toluene-containing compound metabolic process
id: GO:0072491	name: toluene-containing compound catabolic process
id: GO:0075713	name: establishment of integrated proviral latency
id: GO:0090482	name: vitamin transmembrane transporter activity
id: GO:0090599	name: alpha-glucosidase activity
id: GO:0097056	name: selenocysteinyl-tRNA(Sec) biosynthetic process
id: GO:0097501	name: stress response to metal ion
id: GO:0097577	name: sequestering of iron ion
id: GO:0097697	name: tRNA 5-carboxymethoxyuridine methyltransferase activity
id: GO:0106050	name: tRNA 2'-O-methyltransferase activity
id: GO:1900190	name: regulation of single-species biofilm formation
id: GO:1900191	name: negative regulation of single-species biofilm formation
id: GO:1900231	name: regulation of single-species biofilm formation on inanimate substrate
id: GO:1900232	name: negative regulation of single-species biofilm formation on inanimate substrate
id: GO:1901069	name: guanosine-containing compound catabolic process
id: GO:1901071	name: glucosamine-containing compound metabolic process
id: GO:1901072	name: glucosamine-containing compound catabolic process
id: GO:1901159	name: xylulose 5-phosphate biosynthetic process
id: GO:1901359	name: tungstate binding
id: GO:1901654	name: response to ketone
id: GO:1901873	name: regulation of post-translational protein modification
id: GO:1901875	name: positive regulation of post-translational protein modification
id: GO:1902021	name: regulation of bacterial-type flagellum-dependent cell motility
id: GO:1902201	name: negative regulation of bacterial-type flagellum-dependent cell motility
id: GO:1902601	name: silver ion transmembrane transport
id: GO:1902603	name: carnitine transmembrane transport
id: GO:1903136	name: cuprous ion binding
id: GO:1903227	name: xanthosine metabolic process
id: GO:1903228	name: xanthosine catabolic process
id: GO:1903317	name: regulation of protein maturation
id: GO:1903319	name: positive regulation of protein maturation
id: GO:1903352	name: L-ornithine transmembrane transport
id: GO:1990169	name: stress response to copper ion
id: GO:1990827	name: deaminase binding
id: GO:2000145	name: regulation of cell motility
id: GO:2000146	name: negative regulation of cell motility
id: GO:2001023	name: regulation of response to drug
